numClub,AdressePostale,Latitude,Longitude
519004,1 RUE ST LIDOIRE 37000 TOURS,47.3950137,0.6780433
2104,2 AVENUE CAMILLE CHAUTEMPS 37000 TOURS,47.3798124,0.7270538999999999
520472,5 RUE BENJAMIN FRANKLIN 37100 TOURS,47.41265569999999,0.6942338
547480,12 RUE DU LIGET 37100 TOURS,47.4316966,0.6799142
504917,2 rue jules Ladoumegue 37000 TOURS,47.3772621,0.7326750999999999
546919,26 RUE NICOLAS POUSSIN 37000 TOURS,47.3729373,0.6864182
551127,1 RUE DU STADE 37320 TRUYES,47.2753707,0.8443978
518549,18 rue de La Croix Saint Paul 37250 VEIGNE,47.2828005,0.7485102
582552,39 avenue de la Guérinière 37270 VERETZ,47.3535394,0.8017415
560782,37190 VILLAINES LES ROCHERS,47.218976,0.497731
529944,37700 LA VILLE AUX DAMES,47.3926795,0.7519085999999999
512577,Place des Martyrs de la Résistan 37110 VILLEDOMER,47.5458462,0.8886645
529266,70 RUE DU CARROI DU VIGNAU 37260 VILLEPERDUE,47.206152,0.6399237999999999
512278,37330 VILLIERS AU BOUIN,47.574813,0.312405
663878,93 ROUTE DE MONNAIE 37210 VOUVRAY,47.4319046,0.7972104999999999
504943,7 rue Marin Galliot 41240 BEAUCE LA ROMAINE,47.9118728,1.5234874
582692,5 RUE LATHAM 41000 BLOIS,47.59746029999999,1.3146933
545766,rue Duguay Trouin 41000 BLOIS,47.593061,1.3007455
533251,20 rue Roland Dorgeles 41000 BLOIS,47.581467,1.3091877
548235,107 ROUTE DE CHATEAU RENAULT 41000 BLOIS,47.583065,1.3037526
582111,58 AVENUE DE FRANCE 41000 BLOIS,47.5943304,1.3152493
582469,17 rue Roland Garros 41000 BLOIS,47.591679,1.3106958
542757,RUE DE CANDY 41250 BRACIEUX,47.5499418,1.5488135
564073,30 bis rue de Sully 41250 BRACIEUX,47.5519335,1.5463731
548236,90 rue nationale 41120 CHAILLES,47.5312581,1.3064855
514350,41320 CHATRES SUR CHER,47.264819,1.904471
526957,Rue du marechal de Lattre 41150 CHAUMONT SUR LOIRE,47.4824332,1.1941323
512415,mairie route de romorantin 41600 CHAUMONT SUR THARONNE,47.60944019999999,1.9037567
